iso3,scheme,rank,pci_probability,rpci_probability
SEN,entropy_sensitivity,11,0.0,0.0
SEN,entropy_sensitivity,12,0.0,0.0
SEN,entropy_sensitivity,13,0.0,0.0
SEN,entropy_sensitivity,14,0.0,0.0
SEN,entropy_sensitivity,15,0.0,0.0
SEN,entropy_sensitivity,16,0.0,0.0
SLE,entropy_sensitivity,1,0.0,0.0
SLE,entropy_sensitivity,2,0.0,0.0
SLE,entropy_sensitivity,3,0.0,0.0
SLE,entropy_sensitivity,4,0.0,0.0
SLE,entropy_sensitivity,5,0.0,0.0
SLE,entropy_sensitivity,6,0.0001,0.0003
SLE,entropy_sensitivity,7,0.0006,0.0018
SLE,entropy_sensitivity,8,0.0178,0.0319
SLE,entropy_sensitivity,9,0.4949,0.3811
SLE,entropy_sensitivity,10,0.2936,0.2736
SLE,entropy_sensitivity,11,0.1315,0.1792
SLE,entropy_sensitivity,12,0.043,0.0761
SLE,entropy_sensitivity,13,0.0145,0.0391
SLE,entropy_sensitivity,14,0.0035,0.013
SLE,entropy_sensitivity,15,0.0005,0.0039
SLE,entropy_sensitivity,16,0.0,0.0
TZA,entropy_sensitivity,1,0.0,0.0
TZA,entropy_sensitivity,2,0.0,0.0004
TZA,entropy_sensitivity,3,0.0001,0.0074
TZA,entropy_sensitivity,4,0.0183,0.0671
TZA,entropy_sensitivity,5,0.133,0.213
TZA,entropy_sensitivity,6,0.426,0.3966
TZA,entropy_sensitivity,7,0.3296,0.2431
TZA,entropy_sensitivity,8,0.0926,0.0706
TZA,entropy_sensitivity,9,0.0004,0.0017
TZA,entropy_sensitivity,10,0.0,0.0001
TZA,entropy_sensitivity,11,0.0,0.0
TZA,entropy_sensitivity,12,0.0,0.0
TZA,entropy_sensitivity,13,0.0,0.0
TZA,entropy_sensitivity,14,0.0,0.0
TZA,entropy_sensitivity,15,0.0,0.0
TZA,entropy_sensitivity,16,0.0,0.0
ZAF,entropy_sensitivity,1,0.0,0.0004
ZAF,entropy_sensitivity,2,0.0074,0.0098
ZAF,entropy_sensitivity,3,0.0326,0.0566
ZAF,entropy_sensitivity,4,0.2045,0.2182
ZAF,entropy_sensitivity,5,0.5287,0.3962
ZAF,entropy_sensitivity,6,0.1575,0.2087
ZAF,entropy_sensitivity,7,0.0598,0.0919
ZAF,entropy_sensitivity,8,0.0095,0.0181
ZAF,entropy_sensitivity,9,0.0,0.0001
ZAF,entropy_sensitivity,10,0.0,0.0
ZAF,entropy_sensitivity,11,0.0,0.0
ZAF,entropy_sensitivity,12,0.0,0.0
ZAF,entropy_sensitivity,13,0.0,0.0
ZAF,entropy_sensitivity,14,0.0,0.0
ZAF,entropy_sensitivity,15,0.0,0.0
ZAF,entropy_sensitivity,16,0.0,0.0
ZMB,entropy_sensitivity,1,0.0,0.0
ZMB,entropy_sensitivity,2,0.0,0.0
ZMB,entropy_sensitivity,3,0.0,0.0
ZMB,entropy_sensitivity,4,0.0005,0.0023
ZMB,entropy_sensitivity,5,0.0094,0.0157
ZMB,entropy_sensitivity,6,0.0582,0.0614
ZMB,entropy_sensitivity,7,0.1905,0.2006
ZMB,entropy_sensitivity,8,0.7142,0.658
ZMB,entropy_sensitivity,9,0.0244,0.0519
ZMB,entropy_sensitivity,10,0.0024,0.0086
ZMB,entropy_sensitivity,11,0.0003,0.0012
ZMB,entropy_sensitivity,12,0.0001,0.0003
ZMB,entropy_sensitivity,13,0.0,0.0
ZMB,entropy_sensitivity,14,0.0,0.0
ZMB,entropy_sensitivity,15,0.0,0.0
ZMB,entropy_sensitivity,16,0.0,0.0
ZWE,entropy_sensitivity,1,0.0,0.0
ZWE,entropy_sensitivity,2,0.0,0.0
ZWE,entropy_sensitivity,3,0.0,0.0
ZWE,entropy_sensitivity,4,0.0,0.0
ZWE,entropy_sensitivity,5,0.0,0.0
ZWE,entropy_sensitivity,6,0.0,0.0
ZWE,entropy_sensitivity,7,0.0,0.0
ZWE,entropy_sensitivity,8,0.0,0.0
ZWE,entropy_sensitivity,9,0.0032,0.0058
ZWE,entropy_sensitivity,10,0.0127,0.021
ZWE,entropy_sensitivity,11,0.0477,0.0535
ZWE,entropy_sensitivity,12,0.1244,0.116
ZWE,entropy_sensitivity,13,0.2105,0.1932
ZWE,entropy_sensitivity,14,0.3239,0.2837
ZWE,entropy_sensitivity,15,0.2705,0.3079
ZWE,entropy_sensitivity,16,0.0071,0.0189
BWA,fraser_bivariate_sensitivity,1,0.9489,0.8837
BWA,fraser_bivariate_sensitivity,2,0.0485,0.0947
BWA,fraser_bivariate_sensitivity,3,0.0024,0.0198
BWA,fraser_bivariate_sensitivity,4,0.0002,0.0018
BWA,fraser_bivariate_sensitivity,5,0.0,0.0
BWA,fraser_bivariate_sensitivity,6,0.0,0.0
BWA,fraser_bivariate_sensitivity,7,0.0,0.0
BWA,fraser_bivariate_sensitivity,8,0.0,0.0
BWA,fraser_bivariate_sensitivity,9,0.0,0.0
BWA,fraser_bivariate_sensitivity,10,0.0,0.0
BWA,fraser_bivariate_sensitivity,11,0.0,0.0
BWA,fraser_bivariate_sensitivity,12,0.0,0.0
BWA,fraser_bivariate_sensitivity,13,0.0,0.0
BWA,fraser_bivariate_sensitivity,14,0.0,0.0
BWA,fraser_bivariate_sensitivity,15,0.0,0.0
BWA,fraser_bivariate_sensitivity,16,0.0,0.0
COD,fraser_bivariate_sensitivity,1,0.0,0.0
COD,fraser_bivariate_sensitivity,2,0.0,0.0
COD,fraser_bivariate_sensitivity,3,0.0,0.0
COD,fraser_bivariate_sensitivity,4,0.0,0.0
COD,fraser_bivariate_sensitivity,5,0.0,0.0
COD,fraser_bivariate_sensitivity,6,0.0,0.0
COD,fraser_bivariate_sensitivity,7,0.0,0.0
COD,fraser_bivariate_sensitivity,8,0.0,0.0
COD,fraser_bivariate_sensitivity,9,0.0,0.0
COD,fraser_bivariate_sensitivity,10,0.0,0.0
COD,fraser_bivariate_sensitivity,11,0.0,0.0
COD,fraser_bivariate_sensitivity,12,0.0,0.0
COD,fraser_bivariate_sensitivity,13,0.0001,0.0009
COD,fraser_bivariate_sensitivity,14,0.0011,0.004
COD,fraser_bivariate_sensitivity,15,0.0327,0.0576
COD,fraser_bivariate_sensitivity,16,0.9661,0.9375
GHA,fraser_bivariate_sensitivity,1,0.0009,0.0026
GHA,fraser_bivariate_sensitivity,2,0.0451,0.0581
GHA,fraser_bivariate_sensitivity,3,0.1938,0.189
GHA,fraser_bivariate_sensitivity,4,0.5702,0.521
GHA,fraser_bivariate_sensitivity,5,0.1797,0.1946
GHA,fraser_bivariate_sensitivity,6,0.0093,0.0291
GHA,fraser_bivariate_sensitivity,7,0.001,0.0052
GHA,fraser_bivariate_sensitivity,8,0.0,0.0004
GHA,fraser_bivariate_sensitivity,9,0.0,0.0
GHA,fraser_bivariate_sensitivity,10,0.0,0.0
GHA,fraser_bivariate_sensitivity,11,0.0,0.0
GHA,fraser_bivariate_sensitivity,12,0.0,0.0
GHA,fraser_bivariate_sensitivity,13,0.0,0.0
GHA,fraser_bivariate_sensitivity,14,0.0,0.0
GHA,fraser_bivariate_sensitivity,15,0.0,0.0
GHA,fraser_bivariate_sensitivity,16,0.0,0.0
GIN,fraser_bivariate_sensitivity,1,0.0,0.0
GIN,fraser_bivariate_sensitivity,2,0.0,0.0
GIN,fraser_bivariate_sensitivity,3,0.0,0.0
GIN,fraser_bivariate_sensitivity,4,0.0,0.0
GIN,fraser_bivariate_sensitivity,5,0.0,0.0
GIN,fraser_bivariate_sensitivity,6,0.0,0.0
GIN,fraser_bivariate_sensitivity,7,0.0,0.0
GIN,fraser_bivariate_sensitivity,8,0.0,0.0004
GIN,fraser_bivariate_sensitivity,9,0.0136,0.0297
GIN,fraser_bivariate_sensitivity,10,0.0594,0.0818
GIN,fraser_bivariate_sensitivity,11,0.1725,0.1592
GIN,fraser_bivariate_sensitivity,12,0.3195,0.278
GIN,fraser_bivariate_sensitivity,13,0.2705,0.255
GIN,fraser_bivariate_sensitivity,14,0.1336,0.1475
GIN,fraser_bivariate_sensitivity,15,0.0309,0.0475
GIN,fraser_bivariate_sensitivity,16,0.0,0.0009
MAR,fraser_bivariate_sensitivity,1,0.0,0.0
MAR,fraser_bivariate_sensitivity,2,0.0001,0.0001
MAR,fraser_bivariate_sensitivity,3,0.0002,0.0013
MAR,fraser_bivariate_sensitivity,4,0.0046,0.0142
MAR,fraser_bivariate_sensitivity,5,0.0796,0.0969
MAR,fraser_bivariate_sensitivity,6,0.4789,0.3539
MAR,fraser_bivariate_sensitivity,7,0.3436,0.4105
MAR,fraser_bivariate_sensitivity,8,0.0929,0.1219
MAR,fraser_bivariate_sensitivity,9,0.0001,0.0011
MAR,fraser_bivariate_sensitivity,10,0.0,0.0001
MAR,fraser_bivariate_sensitivity,11,0.0,0.0
MAR,fraser_bivariate_sensitivity,12,0.0,0.0
MAR,fraser_bivariate_sensitivity,13,0.0,0.0
MAR,fraser_bivariate_sensitivity,14,0.0,0.0
MAR,fraser_bivariate_sensitivity,15,0.0,0.0
MAR,fraser_bivariate_sensitivity,16,0.0,0.0
MLI,fraser_bivariate_sensitivity,1,0.0,0.0
MLI,fraser_bivariate_sensitivity,2,0.0,0.0
MLI,fraser_bivariate_sensitivity,3,0.0,0.0
MLI,fraser_bivariate_sensitivity,4,0.0,0.0
MLI,fraser_bivariate_sensitivity,5,0.0,0.0
MLI,fraser_bivariate_sensitivity,6,0.0,0.0
MLI,fraser_bivariate_sensitivity,7,0.0,0.0
MLI,fraser_bivariate_sensitivity,8,0.0,0.0
MLI,fraser_bivariate_sensitivity,9,0.0001,0.0009
MLI,fraser_bivariate_sensitivity,10,0.0009,0.0046
MLI,fraser_bivariate_sensitivity,11,0.0056,0.0111
MLI,fraser_bivariate_sensitivity,12,0.0239,0.0338
MLI,fraser_bivariate_sensitivity,13,0.0638,0.089
MLI,fraser_bivariate_sensitivity,14,0.189,0.2078
MLI,fraser_bivariate_sensitivity,15,0.6857,0.5995
MLI,fraser_bivariate_sensitivity,16,0.031,0.0533
MOZ,fraser_bivariate_sensitivity,1,0.0,0.0
MOZ,fraser_bivariate_sensitivity,2,0.0,0.0
MOZ,fraser_bivariate_sensitivity,3,0.0,0.0
MOZ,fraser_bivariate_sensitivity,4,0.0,0.0
MOZ,fraser_bivariate_sensitivity,5,0.0,0.0
MOZ,fraser_bivariate_sensitivity,6,0.0,0.0
MOZ,fraser_bivariate_sensitivity,7,0.0,0.0003
MOZ,fraser_bivariate_sensitivity,8,0.0004,0.0048
MOZ,fraser_bivariate_sensitivity,9,0.0903,0.2038
MOZ,fraser_bivariate_sensitivity,10,0.2083,0.271
MOZ,fraser_bivariate_sensitivity,11,0.3647,0.2658
MOZ,fraser_bivariate_sensitivity,12,0.1989,0.1469
MOZ,fraser_bivariate_sensitivity,13,0.1003,0.0785
MOZ,fraser_bivariate_sensitivity,14,0.0316,0.0241
MOZ,fraser_bivariate_sensitivity,15,0.0053,0.0046
MOZ,fraser_bivariate_sensitivity,16,0.0002,0.0002
MRT,fraser_bivariate_sensitivity,1,0.0,0.0
MRT,fraser_bivariate_sensitivity,2,0.0,0.0
MRT,fraser_bivariate_sensitivity,3,0.0,0.0
MRT,fraser_bivariate_sensitivity,4,0.0,0.0
MRT,fraser_bivariate_sensitivity,5,0.0,0.0
MRT,fraser_bivariate_sensitivity,6,0.0,0.0
MRT,fraser_bivariate_sensitivity,7,0.0,0.0005
MRT,fraser_bivariate_sensitivity,8,0.004,0.0137
MRT,fraser_bivariate_sensitivity,9,0.4125,0.3631
MRT,fraser_bivariate_sensitivity,10,0.3481,0.278
MRT,fraser_bivariate_sensitivity,11,0.1541,0.1895
MRT,fraser_bivariate_sensitivity,12,0.0583,0.0988
MRT,fraser_bivariate_sensitivity,13,0.0185,0.0408
MRT,fraser_bivariate_sensitivity,14,0.0042,0.0139
MRT,fraser_bivariate_sensitivity,15,0.0003,0.0015
MRT,fraser_bivariate_sensitivity,16,0.0,0.0002
NAM,fraser_bivariate_sensitivity,1,0.0448,0.0631
NAM,fraser_bivariate_sensitivity,2,0.6432,0.3981
NAM,fraser_bivariate_sensitivity,3,0.2357,0.363
NAM,fraser_bivariate_sensitivity,4,0.0661,0.1413
NAM,fraser_bivariate_sensitivity,5,0.0098,0.0316
NAM,fraser_bivariate_sensitivity,6,0.0003,0.0023
NAM,fraser_bivariate_sensitivity,7,0.0001,0.0006
NAM,fraser_bivariate_sensitivity,8,0.0,0.0
NAM,fraser_bivariate_sensitivity,9,0.0,0.0
NAM,fraser_bivariate_sensitivity,10,0.0,0.0
NAM,fraser_bivariate_sensitivity,11,0.0,0.0
NAM,fraser_bivariate_sensitivity,12,0.0,0.0
NAM,fraser_bivariate_sensitivity,13,0.0,0.0
NAM,fraser_bivariate_sensitivity,14,0.0,0.0
NAM,fraser_bivariate_sensitivity,15,0.0,0.0
NAM,fraser_bivariate_sensitivity,16,0.0,0.0
NGA,fraser_bivariate_sensitivity,1,0.0,0.0
NGA,fraser_bivariate_sensitivity,2,0.0,0.0
NGA,fraser_bivariate_sensitivity,3,0.0,0.0
NGA,fraser_bivariate_sensitivity,4,0.0,0.0
NGA,fraser_bivariate_sensitivity,5,0.0,0.0
NGA,fraser_bivariate_sensitivity,6,0.0,0.0
NGA,fraser_bivariate_sensitivity,7,0.0,0.0
NGA,fraser_bivariate_sensitivity,8,0.0,0.0003
NGA,fraser_bivariate_sensitivity,9,0.0113,0.0251
NGA,fraser_bivariate_sensitivity,10,0.042,0.058
NGA,fraser_bivariate_sensitivity,11,0.1294,0.1236
NGA,fraser_bivariate_sensitivity,12,0.2504,0.2282
NGA,fraser_bivariate_sensitivity,13,0.3009,0.2727
NGA,fraser_bivariate_sensitivity,14,0.2034,0.2087
NGA,fraser_bivariate_sensitivity,15,0.0617,0.0817
NGA,fraser_bivariate_sensitivity,16,0.0009,0.0017
SEN,fraser_bivariate_sensitivity,1,0.0054,0.0501
SEN,fraser_bivariate_sensitivity,2,0.2552,0.437
SEN,fraser_bivariate_sensitivity,3,0.532,0.3803
SEN,fraser_bivariate_sensitivity,4,0.1825,0.1159
SEN,fraser_bivariate_sensitivity,5,0.0247,0.0159
SEN,fraser_bivariate_sensitivity,6,0.0001,0.0007
SEN,fraser_bivariate_sensitivity,7,0.0001,0.0001
SEN,fraser_bivariate_sensitivity,8,0.0,0.0
SEN,fraser_bivariate_sensitivity,9,0.0,0.0
SEN,fraser_bivariate_sensitivity,10,0.0,0.0
SEN,fraser_bivariate_sensitivity,11,0.0,0.0
SEN,fraser_bivariate_sensitivity,12,0.0,0.0
SEN,fraser_bivariate_sensitivity,13,0.0,0.0
SEN,fraser_bivariate_sensitivity,14,0.0,0.0
SEN,fraser_bivariate_sensitivity,15,0.0,0.0
SEN,fraser_bivariate_sensitivity,16,0.0,0.0
SLE,fraser_bivariate_sensitivity,1,0.0,0.0
SLE,fraser_bivariate_sensitivity,2,0.0,0.0
SLE,fraser_bivariate_sensitivity,3,0.0,0.0
SLE,fraser_bivariate_sensitivity,4,0.0,0.0
SLE,fraser_bivariate_sensitivity,5,0.0,0.0
SLE,fraser_bivariate_sensitivity,6,0.0,0.0001
SLE,fraser_bivariate_sensitivity,7,0.0001,0.0001
SLE,fraser_bivariate_sensitivity,8,0.005,0.0141
SLE,fraser_bivariate_sensitivity,9,0.4628,0.3424
SLE,fraser_bivariate_sensitivity,10,0.3327,0.2872
SLE,fraser_bivariate_sensitivity,11,0.138,0.206
SLE,fraser_bivariate_sensitivity,12,0.0448,0.0939
SLE,fraser_bivariate_sensitivity,13,0.0139,0.0426
SLE,fraser_bivariate_sensitivity,14,0.0026,0.0118
SLE,fraser_bivariate_sensitivity,15,0.0001,0.0018
SLE,fraser_bivariate_sensitivity,16,0.0,0.0
TZA,fraser_bivariate_sensitivity,1,0.0,0.0
TZA,fraser_bivariate_sensitivity,2,0.0,0.0001
TZA,fraser_bivariate_sensitivity,3,0.0,0.0007
TZA,fraser_bivariate_sensitivity,4,0.0015,0.017
TZA,fraser_bivariate_sensitivity,5,0.046,0.1267
TZA,fraser_bivariate_sensitivity,6,0.3562,0.4015
TZA,fraser_bivariate_sensitivity,7,0.4517,0.3528
TZA,fraser_bivariate_sensitivity,8,0.1444,0.1003
TZA,fraser_bivariate_sensitivity,9,0.0002,0.0009
TZA,fraser_bivariate_sensitivity,10,0.0,0.0
TZA,fraser_bivariate_sensitivity,11,0.0,0.0
TZA,fraser_bivariate_sensitivity,12,0.0,0.0
TZA,fraser_bivariate_sensitivity,13,0.0,0.0
TZA,fraser_bivariate_sensitivity,14,0.0,0.0
TZA,fraser_bivariate_sensitivity,15,0.0,0.0
TZA,fraser_bivariate_sensitivity,16,0.0,0.0
ZAF,fraser_bivariate_sensitivity,1,0.0,0.0005
ZAF,fraser_bivariate_sensitivity,2,0.0079,0.0119
ZAF,fraser_bivariate_sensitivity,3,0.0359,0.0459
ZAF,fraser_bivariate_sensitivity,4,0.1749,0.1883
ZAF,fraser_bivariate_sensitivity,5,0.6569,0.5248
ZAF,fraser_bivariate_sensitivity,6,0.0974,0.1573
ZAF,fraser_bivariate_sensitivity,7,0.0246,0.0608
ZAF,fraser_bivariate_sensitivity,8,0.0024,0.0105
ZAF,fraser_bivariate_sensitivity,9,0.0,0.0
ZAF,fraser_bivariate_sensitivity,10,0.0,0.0
ZAF,fraser_bivariate_sensitivity,11,0.0,0.0
ZAF,fraser_bivariate_sensitivity,12,0.0,0.0
ZAF,fraser_bivariate_sensitivity,13,0.0,0.0
ZAF,fraser_bivariate_sensitivity,14,0.0,0.0
ZAF,fraser_bivariate_sensitivity,15,0.0,0.0
ZAF,fraser_bivariate_sensitivity,16,0.0,0.0
ZMB,fraser_bivariate_sensitivity,1,0.0,0.0
ZMB,fraser_bivariate_sensitivity,2,0.0,0.0
ZMB,fraser_bivariate_sensitivity,3,0.0,0.0
ZMB,fraser_bivariate_sensitivity,4,0.0,0.0005
ZMB,fraser_bivariate_sensitivity,5,0.0033,0.0095
ZMB,fraser_bivariate_sensitivity,6,0.0578,0.0551
ZMB,fraser_bivariate_sensitivity,7,0.1788,0.1691
ZMB,fraser_bivariate_sensitivity,8,0.7509,0.7336
ZMB,fraser_bivariate_sensitivity,9,0.0081,0.0284
ZMB,fraser_bivariate_sensitivity,10,0.0011,0.0034
ZMB,fraser_bivariate_sensitivity,11,0.0,0.0002
ZMB,fraser_bivariate_sensitivity,12,0.0,0.0002
ZMB,fraser_bivariate_sensitivity,13,0.0,0.0
ZMB,fraser_bivariate_sensitivity,14,0.0,0.0
ZMB,fraser_bivariate_sensitivity,15,0.0,0.0
ZMB,fraser_bivariate_sensitivity,16,0.0,0.0
ZWE,fraser_bivariate_sensitivity,1,0.0,0.0
ZWE,fraser_bivariate_sensitivity,2,0.0,0.0
ZWE,fraser_bivariate_sensitivity,3,0.0,0.0
ZWE,fraser_bivariate_sensitivity,4,0.0,0.0
ZWE,fraser_bivariate_sensitivity,5,0.0,0.0
ZWE,fraser_bivariate_sensitivity,6,0.0,0.0
ZWE,fraser_bivariate_sensitivity,7,0.0,0.0
ZWE,fraser_bivariate_sensitivity,8,0.0,0.0
ZWE,fraser_bivariate_sensitivity,9,0.001,0.0046
ZWE,fraser_bivariate_sensitivity,10,0.0075,0.0159
ZWE,fraser_bivariate_sensitivity,11,0.0357,0.0446
ZWE,fraser_bivariate_sensitivity,12,0.1042,0.1202
ZWE,fraser_bivariate_sensitivity,13,0.232,0.2205
ZWE,fraser_bivariate_sensitivity,14,0.4345,0.3822
ZWE,fraser_bivariate_sensitivity,15,0.1833,0.2058
ZWE,fraser_bivariate_sensitivity,16,0.0018,0.0062
